name,county,category,classification,capacity,website,email,phone,instagram,facebook,has_events_section,score,tier,enrichment_date,source
Turvey House,Bedfordshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Woburn Abbey,Bedfordshire,Country Estate,EXTERNAL_OK,300,,,,,,False,35,NURTURE,2026-03-20,enriched
Southill Park,Bedfordshire,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Althorp,Northamptonshire,Country Estate,EXTERNAL_OK,300,,,,,,False,35,NURTURE,2026-03-20,enriched
Plum Park Manor,Northamptonshire,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Northwood House,Isle of Wight,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Appuldurcombe House,Isle of Wight,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Littlecote House,Berkshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Knepp Castle Estate,West Sussex,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Hastoe Hall,Hertfordshire,Country Estate,EXTERNAL_OK,100,,,,,,False,35,NURTURE,,venue_classifications
Coworth Park,Berkshire,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Stowe House,Buckinghamshire,Country Estate,EXTERNAL_OK,250,,,,,,False,35,NURTURE,2026-03-20,enriched
Marks Hall,Essex,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Parley Manor,Dorset,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Port Lympne,Kent,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Kirtlington Park,Oxfordshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Aynhoe Park,Oxfordshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Euridge Manor,Wiltshire,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Ston Easton Park,Somerset,Country Estate,EXTERNAL_OK,120,,,,,,False,35,NURTURE,,venue_classifications
Iscoyd Park,Shropshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Wotton House,Surrey,Country Estate,EXTERNAL_OK,250,,,,,,False,35,NURTURE,2026-03-20,enriched
Hampton Estate,Surrey,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Burrows Lea Country House,Surrey,Country Estate,EXTERNAL_OK,100,,,,,,False,35,NURTURE,,venue_classifications
Bore Place,Kent,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Boughton Monchelsea Place,Kent,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Down Hall,Essex,Country Estate,EXTERNAL_OK,250,,,,,,False,35,NURTURE,2026-03-20,enriched
Prested Hall,Essex,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Tylney Hall,Hampshire,Country Estate,EXTERNAL_OK,250,,,,,,False,35,NURTURE,2026-03-20,enriched
The Grove,Hertfordshire,Country Estate,EXTERNAL_OK,300,,,,,,False,35,NURTURE,2026-03-20,enriched
Brocket Hall,Hertfordshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Pendley Manor,Hertfordshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Bovey Castle,Devon,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
The Deer Park,Devon,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Shilstone House,Devon,Country Estate,EXTERNAL_OK,140,,,,,,False,35,NURTURE,,venue_classifications
Tregothnan,Cornwall,Country Estate,EXTERNAL_OK,300,,,,,,False,35,NURTURE,2026-03-20,enriched
Pencarrow House,Cornwall,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Scorrier House,Cornwall,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Hestercombe Gardens,Somerset,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Orchardleigh Estate,Somerset,Country Estate,EXTERNAL_OK,250,,,,,,False,35,NURTURE,2026-03-20,enriched
Clevedon Hall,Somerset,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Brympton House,Somerset,Country Estate,EXTERNAL_OK,180,,,,,,False,35,NURTURE,,venue_classifications
Deans Court,Dorset,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Smedmore House,Dorset,Country Estate,EXTERNAL_OK,100,,,,,,False,35,NURTURE,,venue_classifications
Blickling Estate,Norfolk,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Voewood,Norfolk,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Narborough Hall,Norfolk,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Ickworth House,Suffolk,Country Estate,EXTERNAL_OK,250,,,,,,False,35,NURTURE,,venue_classifications
Helmingham Hall,Suffolk,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Somerleyton Hall,Suffolk,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Woodhall Manor,Suffolk,Country Estate,EXTERNAL_OK,120,,,,,,False,35,NURTURE,,venue_classifications
Wimpole Estate,Cambridgeshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Longstowe Hall,Cambridgeshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Elton Hall,Cambridgeshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Ditchley Park,Oxfordshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Cornwell Manor,Oxfordshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
The Painswick,Gloucestershire,Country Estate,EXTERNAL_OK,100,,,,,,False,35,NURTURE,,venue_classifications
Longleat House,Wiltshire,Country Estate,EXTERNAL_OK,300,,,,,,False,35,NURTURE,2026-03-20,enriched
Bowood House,Wiltshire,Country Estate,EXTERNAL_OK,250,,,,,,False,35,NURTURE,,venue_classifications
Stanton Manor,Wiltshire,Country Estate,EXTERNAL_OK,150,,,,,,False,35,NURTURE,,venue_classifications
Guyers House,Wiltshire,Country Estate,EXTERNAL_OK,120,,,,,,False,35,NURTURE,,venue_classifications
Ettington Park,Warwickshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Weston Park,Warwickshire,Country Estate,EXTERNAL_OK,250,,,,,,False,35,NURTURE,,venue_classifications
Mallory Court,Warwickshire,Country Estate,EXTERNAL_OK,100,,,,,,False,35,NURTURE,,venue_classifications
Dorton House,Buckinghamshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Leonardslee Gardens,West Sussex,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Wokefield Estate,Berkshire,Country Estate,EXTERNAL_OK,250,,,,,,False,35,NURTURE,,venue_classifications
Kelmarsh Hall,Northamptonshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Lamport Hall,Northamptonshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Madresfield Court,Worcestershire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Homme House,Herefordshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Luton Hoo,Bedfordshire,Country Estate,EXTERNAL_OK,250,,,,,,False,35,NURTURE,,venue_classifications
Combermere Abbey,Shropshire,Country Estate,EXTERNAL_OK,200,,,,,,False,35,NURTURE,,venue_classifications
Wollerton Old Hall,Shropshire,Country Estate,EXTERNAL_OK,100,,,,,,False,35,NURTURE,,venue_classifications
Hawkstone Hall,Shropshire,Country Estate,EXTERNAL_OK,250,,,,,,False,35,NURTURE,,venue_classifications
Northcourt Manor,Isle of Wight,Country Estate,EXTERNAL_OK,120,,,,,,False,35,NURTURE,,venue_classifications
Kensington Palace,Greater London,Historic Hall,EXTERNAL_OK,300,,,,,,False,30,NURTURE,2026-03-20,enriched
Eltham Palace,Greater London,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Hampton Court Palace,Greater London,Historic Hall,EXTERNAL_OK,300,,,,,,False,30,NURTURE,2026-03-20,enriched
Gunnersbury Park,Greater London,Historic Hall,EXTERNAL_OK,100,,,,,,False,30,NURTURE,,venue_classifications
Syon Park,Greater London,Country Estate,EXTERNAL_OK,350,,,,,,False,30,NURTURE,2026-03-20,enriched
Ham House,Greater London,Historic Hall,EXTERNAL_OK,120,,,,,,False,30,NURTURE,,venue_classifications
Nonsuch Mansion,Surrey,Historic Hall,EXTERNAL_OK,120,,,,,,False,30,NURTURE,,venue_classifications
Leeds Castle,Kent,Castle,EXTERNAL_OK,300,,,,,,False,30,NURTURE,2026-03-20,enriched
Hever Castle,Kent,Castle,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Penshurst Place,Kent,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Wadhurst Castle,Kent,Castle,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Canterbury Cathedral Lodge,Kent,Historic Hall,EXTERNAL_OK,160,,,,,,False,30,NURTURE,,venue_classifications
Lympne Castle,Kent,Castle,EXTERNAL_OK,120,,,,,,False,30,NURTURE,,venue_classifications
Hedingham Castle,Essex,Castle,EXTERNAL_OK,250,,,,,,False,30,NURTURE,2026-03-20,enriched
Gosfield Hall,Essex,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Leez Priory,Essex,Historic Hall,EXTERNAL_OK,150,,,,,,False,30,NURTURE,,venue_classifications
Old Tudor Hall,Hertfordshire,Historic Hall,EXTERNAL_OK,100,,,,,,False,30,NURTURE,,venue_classifications
Crowne Plaza Marlow,Buckinghamshire,Wedding Venue,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Windsor Castle,Berkshire,Castle,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Norton Park,Hampshire,Wedding Venue,EXTERNAL_OK,250,,,,,,False,30,NURTURE,2026-03-20,enriched
Arundel Castle,West Sussex,Castle,EXTERNAL_OK,300,,,,,,False,30,NURTURE,2026-03-20,enriched
Arundel Town Hall,West Sussex,Historic Hall,EXTERNAL_OK,120,,,,,,False,30,NURTURE,,venue_classifications
The Seahorse,East Sussex,Event Space,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Blenheim Palace,Oxfordshire,Country Estate,EXTERNAL_OK,500,,,,,,False,30,NURTURE,,venue_classifications
Bodleian Libraries,Oxfordshire,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Sudeley Castle,Gloucestershire,Castle,EXTERNAL_OK,250,,,,,,False,30,NURTURE,,venue_classifications
Berkeley Castle,Gloucestershire,Castle,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Larmer Tree,Wiltshire,Wedding Venue,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Lulworth Castle,Dorset,Castle,EXTERNAL_OK,250,,,,,,False,30,NURTURE,2026-03-20,enriched
Canford School,Dorset,Historic Hall,EXTERNAL_OK,180,,,,,,False,30,NURTURE,,venue_classifications
Italian Villa,Dorset,Wedding Venue,EXTERNAL_OK,150,,,,,,False,30,NURTURE,,venue_classifications
Moonacre,Dorset,Wedding Venue,EXTERNAL_OK,120,,,,,,False,30,NURTURE,,venue_classifications
The Orangery Suite,Dorset,Wedding Venue,EXTERNAL_OK,150,,,,,,False,30,NURTURE,,venue_classifications
Sopley Mill,Dorset,Historic Hall,EXTERNAL_OK,120,,,,,,False,30,NURTURE,,venue_classifications
Bath Guildhall,Somerset,Historic Hall,EXTERNAL_OK,300,,,,,,False,30,NURTURE,2026-03-20,enriched
Powderham Castle,Devon,Castle,EXTERNAL_OK,300,,,,,,False,30,NURTURE,2026-03-20,enriched
The Alverton,Cornwall,Wedding Venue,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Fir Hill Estate,Cornwall,Wedding Venue,EXTERNAL_OK,150,,,,,,False,30,NURTURE,,venue_classifications
St Michaels Resort,Cornwall,Wedding Venue,EXTERNAL_OK,150,,,,,,False,30,NURTURE,,venue_classifications
Bury St Edmunds Guildhall,Suffolk,Historic Hall,EXTERNAL_OK,100,,,,,,False,30,NURTURE,,venue_classifications
Stanbrook Abbey,Worcestershire,Historic Hall,EXTERNAL_OK,300,,,,,,False,30,NURTURE,2026-03-20,enriched
Eastnor Castle,Herefordshire,Castle,EXTERNAL_OK,250,,,,,,False,30,NURTURE,2026-03-20,enriched
Highclere Castle,Hampshire,Castle,EXTERNAL_OK,250,,,,,,False,30,NURTURE,2026-03-20,enriched
Denbies Wine Estate,Surrey,Wedding Venue,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Woburn Safari Lodge,Bedfordshire,Event Space,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Layer Marney Tower,Essex,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
The Matara Centre,Gloucestershire,Wedding Venue,EXTERNAL_OK,180,,,,,,False,30,NURTURE,,venue_classifications
Spencer House,Greater London,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Fulham Palace,Greater London,Historic Hall,EXTERNAL_OK,180,,,,,,False,30,NURTURE,,venue_classifications
Storey's Field Centre,Greater London,Event Space,EXTERNAL_OK,250,,,,,,False,30,NURTURE,2026-03-20,enriched
The Charterhouse,Greater London,Historic Hall,EXTERNAL_OK,150,,,,,,False,30,NURTURE,,venue_classifications
Two Temple Place,Greater London,Historic Hall,EXTERNAL_OK,150,,,,,,False,30,NURTURE,,venue_classifications
Asylum Chapel,Greater London,Event Space,EXTERNAL_OK,120,,,,,,False,30,NURTURE,,venue_classifications
Strawberry Hill House,Greater London,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Addington Palace,Surrey,Historic Hall,EXTERNAL_OK,300,,,,,,False,30,NURTURE,2026-03-20,enriched
Cobham Hall,Kent,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Moor Park Mansion,Hertfordshire,Historic Hall,EXTERNAL_OK,250,,,,,,False,30,NURTURE,2026-03-20,enriched
Dartington Hall,Devon,Historic Hall,EXTERNAL_OK,250,,,,,,False,30,NURTURE,2026-03-20,enriched
Bickleigh Castle,Devon,Castle,EXTERNAL_OK,120,,,,,,False,30,NURTURE,,venue_classifications
Caerhays Castle,Cornwall,Castle,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Kilver Court,Somerset,Event Space,EXTERNAL_OK,250,,,,,,False,30,NURTURE,2026-03-20,enriched
Haselbury Mill,Somerset,Event Space,EXTERNAL_OK,150,,,,,,False,30,NURTURE,,venue_classifications
Athelhampton House,Dorset,Historic Hall,EXTERNAL_OK,150,,,,,,False,30,NURTURE,,venue_classifications
The Assembly House,Norfolk,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Thursford Collection,Norfolk,Event Space,EXTERNAL_OK,300,,,,,,False,30,NURTURE,2026-03-20,enriched
Chilford Hall Vineyard,Cambridgeshire,Event Space,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Notley Abbey,Oxfordshire,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Missenden Abbey,Buckinghamshire,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
The Spread Eagle,West Sussex,Historic Hall,EXTERNAL_OK,120,,,,,,False,30,NURTURE,,venue_classifications
Bearwood College,Berkshire,Historic Hall,EXTERNAL_OK,300,,,,,,False,30,NURTURE,2026-03-20,enriched
Delapre Abbey,Northamptonshire,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Ludlow Castle,Shropshire,Castle,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
Osborne House,Isle of Wight,Historic Hall,EXTERNAL_OK,200,,,,,,False,30,NURTURE,,venue_classifications
The Brewery,Greater London,Event Space,EXTERNAL_OK,900,,,,,,False,25,NURTURE,2026-03-20,enriched
Banqueting House,Greater London,Historic Hall,EXTERNAL_OK,450,,,,,,False,25,NURTURE,2026-03-20,enriched
Guildhall,Greater London,Historic Hall,EXTERNAL_OK,500,,,,,,False,25,NURTURE,2026-03-20,enriched
Tower of London,Greater London,Castle,EXTERNAL_OK,350,,,,,,False,25,NURTURE,2026-03-20,enriched
The Roundhouse,Greater London,Event Space,EXTERNAL_OK,1800,,,,,,False,25,NURTURE,2026-03-20,enriched
Alexandra Palace,Greater London,Event Space,EXTERNAL_OK,10000,,,,,,False,25,NURTURE,2026-03-20,enriched
One Marylebone,Greater London,Event Space,EXTERNAL_OK,550,,,,,,False,25,NURTURE,2026-03-20,enriched
Banking Hall,Greater London,Event Space,EXTERNAL_OK,450,,,,,,False,25,NURTURE,2026-03-20,enriched
Old Billingsgate,Greater London,Event Space,EXTERNAL_OK,2000,,,,,,False,25,NURTURE,2026-03-20,enriched
Tobacco Dock,Greater London,Event Space,EXTERNAL_OK,3000,,,,,,False,25,NURTURE,2026-03-20,enriched
The Ministry,Greater London,Event Space,EXTERNAL_OK,400,,,,,,False,25,NURTURE,2026-03-20,enriched
Village Underground,Greater London,Event Space,EXTERNAL_OK,600,,,,,,False,25,NURTURE,2026-03-20,enriched
Trinity Buoy Wharf,Greater London,Event Space,EXTERNAL_OK,350,,,,,,False,25,NURTURE,2026-03-20,enriched
Farnham Castle,Surrey,Castle,EXTERNAL_OK,350,,,,,,False,25,NURTURE,,venue_classifications
Worton Hall,Oxfordshire,Historic Hall,EXTERNAL_OK,400,,,,,,False,25,NURTURE,,venue_classifications
Treseren,Cornwall,Country Estate,EXTERNAL_OK,80,,,,,,False,25,NURTURE,,venue_classifications
Fowey Hall,Cornwall,Country Estate,EXTERNAL_OK,80,,,,,,False,25,NURTURE,,venue_classifications
Warwick Castle,Warwickshire,Castle,EXTERNAL_OK,400,,,,,,False,25,NURTURE,2026-03-20,enriched
Kew Gardens,Greater London,Event Space,EXTERNAL_OK,800,,,,,,False,25,NURTURE,2026-03-20,enriched
Battersea Arts Centre,Greater London,Event Space,EXTERNAL_OK,400,,,,,,False,25,NURTURE,2026-03-20,enriched
The Barbican Centre,Greater London,Event Space,EXTERNAL_OK,1000,,,,,,False,25,NURTURE,2026-03-20,enriched
Royal Hospital Chelsea,Greater London,Historic Hall,EXTERNAL_OK,500,,,,,,False,25,NURTURE,2026-03-20,enriched
Troxy,Greater London,Event Space,EXTERNAL_OK,3000,,,,,,False,25,NURTURE,2026-03-20,enriched
The Hop Farm,Kent,Event Space,EXTERNAL_OK,500,,,,,,False,25,NURTURE,2026-03-20,enriched
The Eden Project,Cornwall,Event Space,EXTERNAL_OK,500,,,,,,False,25,NURTURE,2026-03-20,enriched
Greyfriars House,Surrey,Wedding Venue,EXTERNAL_OK,80,,,,,,False,20,NURTURE,,venue_classifications
Amberley Castle,West Sussex,Castle,EXTERNAL_OK,60,,,,,,False,20,NURTURE,,venue_classifications
The Woburn Coffee House,Bedfordshire,Wedding Venue,EXTERNAL_OK,80,,,,,,False,20,NURTURE,,venue_classifications
The Gallivant,East Sussex,Event Space,EXTERNAL_OK,80,,,,,,False,20,NURTURE,,venue_classifications
The Spa Hotel,Kent,Country Estate,IN_HOUSE_ONLY,200,,,,,,False,15,LOW,,venue_classifications
The Mill House Hotel,Berkshire,Country Estate,IN_HOUSE_ONLY,120,,,,,,False,15,LOW,,venue_classifications
Bowood Hotel & Spa,Wiltshire,Country Estate,IN_HOUSE_ONLY,200,,,,,,False,15,LOW,,venue_classifications
Elvetham Hotel,Hampshire,Country Estate,IN_HOUSE_ONLY,300,,,,,,False,15,LOW,,venue_classifications
Goldsmiths' Hall,Greater London,Livery Hall,IN_HOUSE_ONLY,300,,,,,,False,10,LOW,,venue_classifications
Drapers' Hall,Greater London,Livery Hall,IN_HOUSE_ONLY,260,,,,,,False,10,LOW,,venue_classifications
Stationers' Hall,Greater London,Livery Hall,IN_HOUSE_ONLY,200,,,,,,False,10,LOW,,venue_classifications
Ironmongers' Hall,Greater London,Livery Hall,IN_HOUSE_ONLY,180,,,,,,False,10,LOW,,venue_classifications
Pitzhanger Manor & Gallery,Greater London,Museum/Gallery,IN_HOUSE_ONLY,150,,,,,,False,10,LOW,,venue_classifications
Weald & Downland Museum,West Sussex,Museum/Gallery,IN_HOUSE_ONLY,180,,,,,,False,10,LOW,,venue_classifications
Fabrica,East Sussex,Museum/Gallery,IN_HOUSE_ONLY,120,,,,,,False,10,LOW,,venue_classifications
Thornbury Castle,Gloucestershire,Castle,IN_HOUSE_ONLY,120,,,,,,False,10,LOW,,venue_classifications
Bristol Museum & Art Gallery,Somerset,Museum/Gallery,IN_HOUSE_ONLY,200,,,,,,False,10,LOW,,venue_classifications
National Motor Museum,Hampshire,Museum/Gallery,IN_HOUSE_ONLY,200,,,,,,False,10,LOW,,venue_classifications
Horniman Museum,Greater London,Museum/Gallery,IN_HOUSE_ONLY,200,,,,,,False,10,LOW,,venue_classifications
Dulwich Picture Gallery,Greater London,Museum/Gallery,IN_HOUSE_ONLY,200,,,,,,False,10,LOW,,venue_classifications
Marwell Hotel,Hampshire,Event Space,IN_HOUSE_ONLY,250,,,,,,False,10,LOW,,venue_classifications
Salcombe Harbour Hotel,Devon,Event Space,IN_HOUSE_ONLY,100,,,,,,False,10,LOW,,venue_classifications
The Sharnbrook Hotel,Bedfordshire,Event Space,IN_HOUSE_ONLY,200,,,,,,False,10,LOW,,venue_classifications
The Royal Hotel Ventnor,Isle of Wight,Event Space,IN_HOUSE_ONLY,150,,,,,,False,10,LOW,,venue_classifications
Merchant Taylors' Hall,Greater London,Livery Hall,IN_HOUSE_ONLY,350,,,,,,False,5,LOW,,venue_classifications
Natural History Museum,Greater London,Museum/Gallery,IN_HOUSE_ONLY,400,,,,,,False,5,LOW,,venue_classifications
Victoria and Albert Museum,Greater London,Museum/Gallery,IN_HOUSE_ONLY,350,,,,,,False,5,LOW,,venue_classifications
Science Museum,Greater London,Museum/Gallery,IN_HOUSE_ONLY,500,,,,,,False,5,LOW,,venue_classifications
Farnborough International,Hampshire,Conference Centre,IN_HOUSE_ONLY,5000,,,,,,False,5,LOW,,venue_classifications
IWM London,Greater London,Museum/Gallery,IN_HOUSE_ONLY,800,,,,,,False,5,LOW,,venue_classifications
